"x";"y";"klasa"
0,767749422256039;-1,17665442130528;"1"
0,172734787501395;-0,57694782866165;"3"
0,441339348768815;0,382381564052775;"3"
-0,345602891454473;-0,0589872390497476;"3"
-0,844280576240271;0,426799951028079;"3"
0,532566868962578;-1,37069671875797;"1"
-0,480478623742238;-0,658431951655075;"3"
-0,70398413872686;1,27653672192246;"2"
-0,236687337514013;0,0595407129731029;"3"
-0,506646701227874;-0,468266522185877;"3"
-0,39110304304816;1,32357784416527;"2"
-1,34605762421525;-1,5426874851808;"1"
-1,10778104214924;-0,996933135902509;"1"
1,1111249492303;-1,62810701425187;"1"
-0,0741257906254158;-1,74436851586215;"1"
-0,157389292459376;1,27731379414909;"2"
0,0617149459218995;-0,983407736616209;"1"
-1,0382931688841;-1,37654029033147;"1"
-1,45554577749756;1,20803871788085;"2"
0,0202704337245112;0,633397391671315;"2"
0,250301927980036;0,762305606715381;"3"
-0,177371053351089;-0,822050415864214;"3"
0,346148742316291;-0,619401308055967;"3"
-1,03935678976745;1,50028595356271;"2"
-0,71102329335616;1,55985835194588;"2"
0,0936126810870228;-0,692048903787509;"1"
0,181458980496973;0,396045371098444;"3"
0,277050988934934;0,36818950152956;"3"
-0,803860946721552;1,50695709325373;"2"
0,747819088850259;0,353247146960348;"2"
0,887734225171966;-1,17088966667652;"1"
0,0120718542729262;1,0264945643954;"2"
0,443896750684626;-1,0592823063489;"1"
-0,0724296793112198;-1,65953682488762;"1"
-0,087759558748153;1,89043008284643;"2"
-1,7481900797168;0,822756248200312;"2"
-0,202099682899619;1,64604029618204;"2"
-0,929302209358422;-1,04884825721383;"1"
-0,694535985460621;2,06480891322717;"2"
-0,491534908033956;0,862864442029968;"2"
-1,20468774041412;1,84570590779185;"2"
0,246459955071276;-0,288596451841295;"1"
1,62591001138047;-1,02581859254278;"1"
-0,0805943852290512;-0,539685557922348;"3"
-0,275942638888955;-0,29318813146092;"3"
1,07395038896434;1,01184483002871;"2"
-1,1514000881646;-0,638364721788093;"1"
-0,958617999330376;-1,68956547942944;"1"
-0,218162305280566;-0,0446553552057594;"3"
0,877101569521502;-1,02369996272027;"1"
0,537481114827096;0,709111277805641;"3"
0,58300923994322;1,04839647780173;"2"
-1,08453703786184;0,902401191368699;"2"
1,00591939957627;0,793534649675712;"2"
0,858125082844815;1,32247628145851;"2"
0,71167833220654;-0,942686906596646;"1"
-0,358962333943146;-1,7845700725913;"1"
-0,639922974305227;0,783368526631966;"3"
-0,703302141457351;1,07027717297897;"2"
1,2773570558031;1,71860425090417;"2"
0,107786598101831;-1,02146891294979;"1"
0,204111601789943;-1,74939217162319;"1"
0,955209370846874;-0,962399660609663;"1"
-1,71447331939418;0,835314440401271;"2"
-1,5334227616645;0,900667293090373;"2"
-1,29501445842839;1,59468778846785;"2"
0,624321085587144;0,430136182159185;"3"
0,392930205632001;0,411716372752562;"3"
0,910092772473406;0,904225384723395;"2"
0,302342247561478;1,71325059984811;"2"
-0,0195968293212159;-0,971749460231513;"1"
-0,439975766697899;0,278489890508354;"3"
-0,845442830205167;-1,09829926285893;"1"
0,882466652377977;-0,970626185834408;"1"
-0,358166202375642;0,6841888517607;"2"
0,0740993219427765;-0,417372272582725;"3"
-0,543525079217989;-1,24957350175828;"1"
-0,499665762518677;1,24711015457287;"2"
0,112112693678131;0,929205173486844;"2"
-1,42539013662628;-0,967802659003064;"1"
-0,0617832655552775;-0,247489684727043;"3"
-1,01121941504877;-1,32924584215507;"1"
1,048618781235;-1,65060024871491;"1"
-0,229785313803355;-1,69205212956294;"1"
-0,696853811276482;-1,95049285376444;"1"
0,146184791579773;1,63723389054649;"2"
-0,320705925478075;2,130431200983;"2"
0,22009355942441;-1,07216169182211;"1"
0,42621443660056;-2,09332763273269;"1"
-0,285179166775197;0,0784923923201859;"3"
-0,278374336007983;-0,0836272498127073;"3"
-0,160707566557054;-0,578825414460152;"1"
-0,346579948393628;0,435586094809696;"3"
-0,371070390922514;0,922098012128845;"2"
1,45682985022029;1,17059710212052;"2"
-0,558750784234488;-2,01155994078144;"1"
0,75030636372976;0,567146389232948;"3"
-0,162736278527455;-0,790330943604931;"1"
1,27256643577806;0,528665326256305;"2"
0,314479478541799;1,66614417312667;"2"
-1,31754385023343;-0,777229861821979;"1"
1,1256818841854;-0,69558465667069;"1"
-0,282895644446267;1,18702638163231;"2"
-1,36613996632979;-1,67512191212736;"1"
-0,38654353478264;0,440875905007124;"2"
-1,08522434272281;1,07536093057133;"2"
0,439483904120808;-1,32276170873083;"1"
0,811659941416668;1,28512260667048;"2"
-0,245554558280013;0,50781717626378;"2"
0,844872287707403;-0,632359088631347;"3"
-1,57882251058988;1,36778012579307;"2"
0,0697269462657062;1,34922004430555;"2"
-1,37954752798837;1,55533009436913;"2"
-0,360492769163102;0,293918355926871;"3"
0,439555838263741;0,928098097071052;"2"
0,616002170421748;-0,886193340318278;"1"
-0,0778439469154669;-1,49375646430999;"1"
-0,278462815522482;-1,23480262667872;"1"
-1,0878886275518;-1,04228958459571;"1"
-0,640071169529088;1,26580937514082;"2"
0,56959495728792;-1,27728426703252;"1"
0,290367716345104;-0,277222356619313;"1"
-0,18022208040157;1,86199404341169;"2"
-0,854784771749652;-1,36364167979918;"1"
1,31376852760429;1,62938423720188;"2"
0,0472688849271286;-0,495061133103445;"1"
0,0393696083687246;0,142632291419432;"3"
-1,10922006431511;-1,66289366018027;"1"
-0,169992342441694;0,87350003765896;"2"
0,621871324535459;0,450723851146176;"3"
0,674186249217018;-0,233300631819293;"3"
0,170194390220383;-1,5817677619867;"1"
0,573476244268217;-1,31973242014647;"1"
-1,25247650863304;1,76843145261519;"2"
-0,0354017588775605;-0,44127167253755;"3"
0,382781522443734;-1,66846468555741;"1"
-0,234594234777614;-0,723636996606365;"3"
-0,0842599794734269;0,241051055211574;"3"
0,7295228159308;2,05709624369629;"2"
0,567564777464851;1,47597937993705;"2"
-0,2519071517678;-0,922299373848364;"1"
-0,154304111764825;1,0719606153667;"2"
-0,404630125949988;0,959568286966533;"2"
0,329571387311444;0,549688382446766;"3"
0,0677816450595856;0,675101783080027;"3"
-0,607505203597171;-1,97668479359709;"1"
-0,184285362716764;0,0299003144260496;"3"
0,0147539067082108;-0,277762363059446;"3"
-0,187928023096174;0,0464309294708073;"3"
-0,357072204919208;0,885220126155764;"2"
0,76312067662999;-1,32789214127697;"1"
-0,23443225679896;-1,81635375954211;"1"
-0,44534990482258;-1,16738220197149;"1"
0,118178687337786;0,300063829589635;"3"
1,2073353726968;-0,399251293390989;"1"
-0,182393501421073;-1,55323185161687;"1"
0,0406220520328187;-1,73837245479226;"1"
-0,636020585615188;-0,177716755634174;"3"
-0,703135047730324;-1,10790610071272;"1"
0,542086463049054;0,618427455704659;"3"
-0,804933304585564;0,863976292544976;"2"
-0,437080388655886;-0,500015751691535;"3"
0,51230792151764;-0,182905993005261;"3"
0,552043046518314;0,677706160442904;"2"
0,467612967937335;1,4578248357866;"2"
0,00959872577565246;-1,25036252913997;"1"
0,178528879847644;0,225599550129846;"2"
-0,381511013256386;0,689181409077719;"3"
0,0758681552097065;1,05371514880098;"2"
-0,00591739879268793;-1,15667709168047;"1"
0,386878682102229;-1,94526122426614;"1"
0,51419955979565;-1,826857883716;"1"
1,05185661878408;0,998790767742321;"2"
-0,242590185068548;0,0156414449680597;"3"
-0,432014659399962;1,15133871552534;"2"
-0,389700880691245;-1,22705659908243;"1"
0,935893901036755;-1,2368942273315;"1"
-1,08093080451094;-0,924284132989124;"1"
-0,0640901887323707;0,25381759214215;"3"
0,513203289740858;-0,454641289450228;"1"
0,56968523015934;-1,04831778774969;"1"
0,532118039602843;1,33956985431723;"2"
-0,0258832076098769;-0,17995496718213;"3"
-1,4445338175223;0,548773382836953;"2"
-0,290304258046672;0,635476767737418;"3"
-1,07669649772563;-1,2216086125467;"1"
0,418349477483308;1,56681040716358;"2"
-0,503846341645874;-0,459766614856199;"1"
0,313463729200397;-1,27894725659862;"1"
-0,731100842345311;-0,942466506408528;"1"
0,23237017515103;-1,67221321682446;"1"
-0,195827826538079;1,54438538551331;"2"
-0,0965525375452612;0,73528089155443;"2"
0,192169561246734;0,845119367120788;"2"
1,14851991683564;1,0487009156961;"2"
-0,835217071766216;-0,932877426315099;"1"
-1,08820461617467;-1,28922224268317;"1"
-1,09843507016464;2,01501787602901;"2"
0,44204174275494;0,94859368223697;"2"
-1,05672753811843;1,67812641165219;"2"
0,577020526881497;0,65545636699535;"2"
0,630735961489196;1,10579499178566;"2"
0,331708565649889;-1,73374448134564;"1"
-0,803545042301504;-1,49454046986066;"1"
0,685427254297814;1,18217681967653;"2"
0,486961969081312;0,0235716401133687;"3"
-0,313094636192178;1,15887098666281;"2"
0,211204643594101;-0,0794158839154989;"3"
-0,256732783187181;0,125328808976337;"3"
0,121028951483856;-0,738567968038842;"1"
0,595067290775478;-0,460439355578274;"3"
-0,633143572727511;0,693548012012616;"2"
1,08040178129267;0,975581926899031;"2"
1,11290435333149;0,489514115732163;"2"
0,411070719281629;1,47280003293417;"2"
-0,454193684272468;0,436955381603912;"3"
0,447496326282796;-1,34932113499381;"1"
-0,450522176553046;0,876196973072365;"2"
-0,68524573813295;1,40881034680642;"2"
0,855055614767154;-0,827995574520901;"1"
-1,33172120086299;-0,699105354771018;"1"
1,15032337351165;1,38155194725841;"2"
0,362167439905125;-1,54822828979231;"1"
-0,714645660528913;0,346180030237883;"3"
-1,19319182536266;-1,83574482267723;"1"
-0,166399203334004;0,360972086666152;"3"
-1,32562524065201;-1,65498991259374;"1"
0,584869157990767;0,237863980233669;"2"
0,3418438884867;-0,944550451263785;"1"
0,336442577537637;1,53757408619858;"2"
0,271565612939698;1,00960366972722;"2"
0,332286540511996;-0,214924474665895;"3"
-0,844875155983715;1,22375568994321;"2"
0,173280477999953;1,0341558650136;"2"
0,102015353459865;-0,429673433443531;"3"
0,557239380286141;-2,0953392308671;"1"
-0,893550753864611;-0,596687323786318;"1"
0,295394340059215;-1,15392826995812;"1"
0,681994944780222;2,09116585338488;"2"
-0,115437398926394;1,58748759692535;"2"
1,38171487563479;-1,93616732708178;"1"
-0,443844472184857;-1,50092705693096;"1"
0,60137584650226;-1,48478141766973;"1"
-0,120951494441499;1,65653148991987;"2"
-0,499066546140824;-1,68549226140603;"1"
-0,658678438952886;-1,83632885562256;"1"
-0,929153391473404;-1,34949821261689;"1"
-0,297451400570571;0,54528815113008;"3"
-0,087003282783553;0,735130961425602;"3"
-0,493632124224678;-0,692451564548537;"3"
-0,138500672271782;-1,84477547672577;"1"
-1,11737677407997;0,70680336416699;"2"
-0,545761003484949;0,733479399280623;"3"
0,613731507632808;-1,4550587119069;"1"
-0,599259734431453;1,8989270130638;"2"
-0,74795869254271;1,44855112419464;"2"
0,245946757402271;0,301167290564626;"3"
0,780383597223992;2,16001896858215;"2"
-0,656526833223338;-1,16592378420755;"1"
0,667362421974408;-1,41743122143671;"1"
-0,998060343253515;1,09824645458721;"2"
-0,636103153456786;1,66026260829531;"2"
-1,46577797181045;2,00536482953467;"2"
1,00480010912716;1,54655680255964;"2"
0,326317875797573;1,37902297568507;"2"
0,749987838358031;-1,94842810556293;"1"
-0,170674758909431;-1,05883533875458;"1"
1,00667241631259;0,683163624862209;"2"
1,10264064160427;-1,13591554514132;"1"
0,506085602457494;2,03613854991272;"2"
0,228028610931529;1,65661498969421;"2"
0,00186105576462436;1,45564138763584;"2"
0,261822406345532;0,977466292353347;"2"
0,10489009510436;-0,980215266859159;"1"
0,224049071851694;-0,931451821234077;"1"
-0,615649187890813;0,515987530164421;"3"
-0,889602404133623;-1,99936640947126;"1"
-0,442687143208725;-1,47833645837381;"1"
-0,316424208367243;0,87851048624143;"3"
0,00290498678874807;-0,714329442568123;"1"
0,284478393363923;0,687404487049207;"2"
-1,48417278501993;0,726605334458873;"2"
0,576081430679187;0,234278508927673;"3"
0,611010997374883;-1,00891313585453;"1"
-0,113924390324655;0,739140192698688;"2"
-0,375513884611428;-0,773309563007206;"3"
-0,252785114012659;0,195939314598218;"3"
1,18242958786781;2,00368564417586;"2"
-0,995702479570647;-0,778819162631407;"1"
1,17575758145714;0,620653389114887;"2"
0,869914875102469;-0,614858730649576;"1"
-0,105333926134572;-1,22190221734345;"1"
-0,939072691525563;-1,33421256844886;"1"
-0,691012161504477;0,152145223133266;"3"
1,01902049280014;-1,2070721513126;"1"
0,702693755842543;2,14467927245423;"2"
-0,851294242478134;-1,65713106100447;"1"
-0,343469900772827;-1,40513412067667;"1"
-0,481299479433337;1,29671795843169;"2"
0,295394005068152;-0,904115757346153;"1"
-0,529435291746631;0,553895877953619;"3"
0,787340517927015;0,767969964398071;"2"
0,901558614469374;-0,844301816588268;"1"
0,518468637531623;-0,319436987023801;"3"
-0,0467690048678697;1,01697900244035;"2"
1,05569502606181;-1,85593570638448;"1"
0,480566037849391;1,71851686239243;"2"
